region,year,value,id
CA,2023,1.47300565242767,worldbank_RL.EST
CA,2022,1.56462013721466,worldbank_RL.EST
CA,2021,1.59289026260376,worldbank_RL.EST
CA,2020,1.61910331249237,worldbank_RL.EST
CA,2019,1.71977615356445,worldbank_RL.EST
CA,2018,1.71514165401459,worldbank_RL.EST
CA,2017,1.76343929767609,worldbank_RL.EST
CA,2016,1.8009147644043,worldbank_RL.EST
CA,2015,1.8071414232254,worldbank_RL.EST
CA,2014,1.88629722595215,worldbank_RL.EST
CA,2013,1.74750757217407,worldbank_RL.EST
CA,2012,1.75642120838165,worldbank_RL.EST
CA,2011,1.72711992263794,worldbank_RL.EST
CA,2010,1.79859042167664,worldbank_RL.EST
CA,2009,1.7967267036438,worldbank_RL.EST
CA,2008,1.79639303684235,worldbank_RL.EST
CA,2007,1.79710018634796,worldbank_RL.EST
CA,2006,1.80108332633972,worldbank_RL.EST
CA,2005,1.65014719963074,worldbank_RL.EST
CA,2004,1.68714725971222,worldbank_RL.EST
CA,2003,1.69705653190613,worldbank_RL.EST
CA,2002,1.66139602661133,worldbank_RL.EST
CA,2000,1.66548609733582,worldbank_RL.EST
