region,year,value,id
US,2023,1.3276778459549,worldbank_RL.EST
US,2022,1.36920201778412,worldbank_RL.EST
US,2021,1.38915693759918,worldbank_RL.EST
US,2020,1.33649373054504,worldbank_RL.EST
US,2019,1.4241726398468,worldbank_RL.EST
US,2018,1.47568726539612,worldbank_RL.EST
US,2017,1.60897934436798,worldbank_RL.EST
US,2016,1.58059740066528,worldbank_RL.EST
US,2015,1.56301236152649,worldbank_RL.EST
US,2014,1.60697412490845,worldbank_RL.EST
US,2013,1.54942762851715,worldbank_RL.EST
US,2012,1.62034177780151,worldbank_RL.EST
US,2011,1.59098601341248,worldbank_RL.EST
US,2010,1.63102221488953,worldbank_RL.EST
US,2009,1.59132015705109,worldbank_RL.EST
US,2008,1.62871420383453,worldbank_RL.EST
US,2007,1.61114573478699,worldbank_RL.EST
US,2006,1.59266018867493,worldbank_RL.EST
US,2005,1.5282701253891,worldbank_RL.EST
US,2004,1.41830444335938,worldbank_RL.EST
US,2003,1.55444955825806,worldbank_RL.EST
US,2002,1.51690554618835,worldbank_RL.EST
US,2000,1.56463289260864,worldbank_RL.EST
