region,year,value,id
JP,2023,1.53553938865662,worldbank_RL.EST
JP,2022,1.55796921253204,worldbank_RL.EST
JP,2021,1.54032814502716,worldbank_RL.EST
JP,2020,1.47148048877716,worldbank_RL.EST
JP,2019,1.49643456935883,worldbank_RL.EST
JP,2018,1.49385368824005,worldbank_RL.EST
JP,2017,1.52945506572723,worldbank_RL.EST
JP,2016,1.38373231887817,worldbank_RL.EST
JP,2015,1.48507380485535,worldbank_RL.EST
JP,2014,1.59787368774414,worldbank_RL.EST
JP,2013,1.43588483333588,worldbank_RL.EST
JP,2012,1.35136580467224,worldbank_RL.EST
JP,2011,1.30369925498962,worldbank_RL.EST
JP,2010,1.31965863704681,worldbank_RL.EST
JP,2009,1.28708302974701,worldbank_RL.EST
JP,2008,1.30866920948029,worldbank_RL.EST
JP,2007,1.31983089447021,worldbank_RL.EST
JP,2006,1.35152566432953,worldbank_RL.EST
JP,2005,1.22439658641815,worldbank_RL.EST
JP,2004,1.24947249889374,worldbank_RL.EST
JP,2003,1.16399013996124,worldbank_RL.EST
JP,2002,1.14855170249939,worldbank_RL.EST
JP,2000,1.28975915908813,worldbank_RL.EST
