region,year,value,id
JP,2023,1.63126504421234,worldbank_GE.EST
JP,2022,1.61941540241241,worldbank_GE.EST
JP,2021,1.36116814613342,worldbank_GE.EST
JP,2020,1.5473005771637,worldbank_GE.EST
JP,2019,1.55003654956818,worldbank_GE.EST
JP,2018,1.63458871841431,worldbank_GE.EST
JP,2017,1.57989025115967,worldbank_GE.EST
JP,2016,1.78482556343079,worldbank_GE.EST
JP,2015,1.75316548347473,worldbank_GE.EST
JP,2014,1.80541300773621,worldbank_GE.EST
JP,2013,1.61050939559937,worldbank_GE.EST
JP,2012,1.40798962116241,worldbank_GE.EST
JP,2011,1.46691274642944,worldbank_GE.EST
JP,2010,1.52235090732574,worldbank_GE.EST
JP,2009,1.45010435581207,worldbank_GE.EST
JP,2008,1.45174884796143,worldbank_GE.EST
JP,2007,1.44125950336456,worldbank_GE.EST
JP,2006,1.5849609375,worldbank_GE.EST
JP,2005,1.28548622131348,worldbank_GE.EST
JP,2004,1.34332299232483,worldbank_GE.EST
JP,2003,1.15746104717255,worldbank_GE.EST
JP,2002,1.0168479681015,worldbank_GE.EST
JP,2000,1.14183568954468,worldbank_GE.EST
