region,year,value,id
FR,2023,1.18057084083557,worldbank_RL.EST
FR,2022,1.18058335781097,worldbank_RL.EST
FR,2021,1.25916755199432,worldbank_RL.EST
FR,2020,1.29872727394104,worldbank_RL.EST
FR,2019,1.37148487567902,worldbank_RL.EST
FR,2018,1.39622473716736,worldbank_RL.EST
FR,2017,1.39806187152863,worldbank_RL.EST
FR,2016,1.35156190395355,worldbank_RL.EST
FR,2015,1.36679553985596,worldbank_RL.EST
FR,2014,1.45350301265717,worldbank_RL.EST
FR,2013,1.40236282348633,worldbank_RL.EST
FR,2012,1.43693244457245,worldbank_RL.EST
FR,2011,1.42973482608795,worldbank_RL.EST
FR,2010,1.49973154067993,worldbank_RL.EST
FR,2009,1.44575703144073,worldbank_RL.EST
FR,2008,1.49627375602722,worldbank_RL.EST
FR,2007,1.45637440681458,worldbank_RL.EST
FR,2006,1.46217286586761,worldbank_RL.EST
FR,2005,1.40783047676086,worldbank_RL.EST
FR,2004,1.42519283294678,worldbank_RL.EST
FR,2003,1.33328890800476,worldbank_RL.EST
FR,2002,1.21287262439728,worldbank_RL.EST
FR,2000,1.43230748176575,worldbank_RL.EST
