region,year,value,id
CA,2000.0,0.3134696093723026,phi_stub
CA,2002.0,0.6728683719203421,phi_stub
CA,2003.0,0.5839620008248643,phi_stub
CA,2004.0,0.5923771352853348,phi_stub
CA,2005.0,0.5871227417736259,phi_stub
CA,2006.0,0.5882757160270762,phi_stub
CA,2007.0,0.5819414220252381,phi_stub
CA,2008.0,0.514108669146138,phi_stub
CA,2009.0,0.3598364701624006,phi_stub
CA,2010.0,0.5391085272092577,phi_stub
CA,2011.0,0.46962681514793236,phi_stub
CA,2012.0,0.6580163412537886,phi_stub
CA,2013.0,0.5211233494004623,phi_stub
CA,2014.0,0.558347535610701,phi_stub
CA,2015.0,0.4650394044389857,phi_stub
CA,2016.0,0.49893775321018735,phi_stub
CA,2017.0,0.5488466938313413,phi_stub
CA,2018.0,0.4014624815736455,phi_stub
CA,2019.0,0.5800685114294606,phi_stub
CA,2020.0,0.539392774655225,phi_stub
CA,2021.0,0.4314280194994767,phi_stub
CA,2022.0,0.3101767134602229,phi_stub
CA,2023.0,0.6013052133880306,phi_stub
DE,2000.0,0.520241596105667,phi_stub
DE,2002.0,0.4969991586781842,phi_stub
DE,2003.0,0.5263845370147059,phi_stub
DE,2004.0,0.7316475940881144,phi_stub
DE,2005.0,0.5450199030940357,phi_stub
DE,2006.0,0.5586619262988543,phi_stub
DE,2007.0,0.4012927130324602,phi_stub
DE,2008.0,0.71473390663561,phi_stub
DE,2009.0,0.6417487983444294,phi_stub
DE,2010.0,0.656693486700518,phi_stub
DE,2011.0,0.554767273121168,phi_stub
DE,2012.0,0.6416654788824596,phi_stub
DE,2013.0,0.587094683509441,phi_stub
DE,2014.0,0.6113189077859007,phi_stub
DE,2015.0,0.534780704159171,phi_stub
DE,2016.0,0.4026112051958041,phi_stub
DE,2017.0,0.6528854347803184,phi_stub
DE,2018.0,0.35650403633902933,phi_stub
DE,2019.0,0.5260063328741964,phi_stub
DE,2020.0,0.5295477511600339,phi_stub
DE,2021.0,0.4457139859015496,phi_stub
DE,2022.0,0.611312313633658,phi_stub
DE,2023.0,0.5299670298590432,phi_stub
FR,2000.0,0.5063131674402719,phi_stub
FR,2002.0,0.6019841730977642,phi_stub
FR,2003.0,0.5023420959441587,phi_stub
FR,2004.0,0.688897997483831,phi_stub
FR,2005.0,0.5851455076187314,phi_stub
FR,2006.0,0.5025667013165561,phi_stub
FR,2007.0,0.3555735024014456,phi_stub
FR,2008.0,0.41922468030988524,phi_stub
FR,2009.0,0.6586830784768364,phi_stub
FR,2010.0,0.5449395936888658,phi_stub
FR,2011.0,0.5216874934320466,phi_stub
FR,2012.0,0.7143251614242697,phi_stub
FR,2013.0,0.4217350755926102,phi_stub
FR,2014.0,0.4914342200158641,phi_stub
FR,2015.0,0.5027412323241516,phi_stub
FR,2016.0,0.6086337281531301,phi_stub
FR,2017.0,0.4836464801695953,phi_stub
FR,2018.0,0.4886582151385972,phi_stub
FR,2019.0,0.38948506031148866,phi_stub
FR,2020.0,0.6229349404017857,phi_stub
FR,2021.0,0.6306139358515023,phi_stub
FR,2022.0,0.5023623252598839,phi_stub
FR,2023.0,0.5663339945541299,phi_stub
GB,2000.0,0.4207353877240659,phi_stub
GB,2002.0,0.5028186845259098,phi_stub
GB,2003.0,0.6877950952722521,phi_stub
GB,2004.0,0.5635730734067135,phi_stub
GB,2005.0,0.7810363486795888,phi_stub
GB,2006.0,0.47128072578428426,phi_stub
GB,2007.0,0.6080284416724308,phi_stub
GB,2008.0,0.5304494172166898,phi_stub
GB,2009.0,0.6065817846828093,phi_stub
GB,2010.0,0.5492788640341244,phi_stub
GB,2011.0,0.49388018895908414,phi_stub
GB,2012.0,0.4632383235678298,phi_stub
GB,2013.0,0.8566036739048897,phi_stub
GB,2014.0,0.5422654940275784,phi_stub
GB,2015.0,0.34833393097667553,phi_stub
GB,2016.0,0.4851399392096666,phi_stub
GB,2017.0,0.6178039727123997,phi_stub
GB,2018.0,0.4999991566815252,phi_stub
GB,2019.0,0.6860446202485257,phi_stub
GB,2020.0,0.6502398272843959,phi_stub
GB,2021.0,0.5347661364175764,phi_stub
GB,2022.0,0.5027784057223957,phi_stub
GB,2023.0,0.4495198992972304,phi_stub
JP,2000.0,0.48000334576866754,phi_stub
JP,2002.0,0.40268569253343756,phi_stub
JP,2003.0,0.6704396291533085,phi_stub
JP,2004.0,0.7090700787126063,phi_stub
JP,2005.0,0.42438619302722674,phi_stub
JP,2006.0,0.4318317024313537,phi_stub
JP,2007.0,0.3731488142913083,phi_stub
JP,2008.0,0.45361457692678264,phi_stub
JP,2009.0,0.2393663198716709,phi_stub
JP,2010.0,0.4357721043368081,phi_stub
JP,2011.0,0.6796915399800525,phi_stub
JP,2012.0,0.5154327470535536,phi_stub
JP,2013.0,0.6354584234853409,phi_stub
JP,2014.0,0.5011030936157955,phi_stub
JP,2015.0,0.7260667296993124,phi_stub
JP,2016.0,0.5699217983013858,phi_stub
JP,2017.0,0.511799770785652,phi_stub
JP,2018.0,0.8052424025371081,phi_stub
JP,2019.0,0.5175528143714562,phi_stub
JP,2020.0,0.42787766502738644,phi_stub
JP,2021.0,0.570191000196011,phi_stub
JP,2022.0,0.5461164961441921,phi_stub
JP,2023.0,0.6566324553166257,phi_stub
US,2000.0,0.45783660755021893,phi_stub
US,2002.0,0.6304716931479498,phi_stub
US,2003.0,0.6352748470574292,phi_stub
