region,year,value,id
US,2023,1.21720099449158,worldbank_GE.EST
US,2022,1.25549554824829,worldbank_GE.EST
US,2021,1.2975310087204,worldbank_GE.EST
US,2020,1.27459323406219,worldbank_GE.EST
US,2019,1.45341503620148,worldbank_GE.EST
US,2018,1.53697216510773,worldbank_GE.EST
US,2017,1.51742815971375,worldbank_GE.EST
US,2016,1.44050490856171,worldbank_GE.EST
US,2015,1.43219923973083,worldbank_GE.EST
US,2014,1.46162545681,worldbank_GE.EST
US,2013,1.51647663116455,worldbank_GE.EST
US,2012,1.5213223695755,worldbank_GE.EST
US,2011,1.5137984752655,worldbank_GE.EST
US,2010,1.55227208137512,worldbank_GE.EST
US,2009,1.50298464298248,worldbank_GE.EST
US,2008,1.60507559776306,worldbank_GE.EST
US,2007,1.64327275753021,worldbank_GE.EST
US,2006,1.5816855430603,worldbank_GE.EST
US,2005,1.53101277351379,worldbank_GE.EST
US,2004,1.74025785923004,worldbank_GE.EST
US,2003,1.54012453556061,worldbank_GE.EST
US,2002,1.62092781066895,worldbank_GE.EST
US,2000,1.72488653659821,worldbank_GE.EST
